timestep,portfolio_value,portfolio_value_usd,cash,cash_usd,capacity_value,capacity_value_usd,wind_capacity,solar_capacity,hydro_capacity,battery_soc,battery_action,battery_revenue,operational_revenue,cash_return,noise_return,step_return,investments,total_investment_cost,price,wind_gen,solar_gen,hydro_gen,num_investments
2990,5528989239.882704,801703439.782992,1115191896.9898186,161702825.06352368,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.6354166666666698,discharge,8383.249749999999,10564.46573892045,424.3498754337683,-585621.6014155607,3.50373863992229e-06,[],0.0,2011.97994,853.169,42.5043,961.546,0
2991,5529008100.942518,801706174.6366651,1115210758.0496335,161705559.91719684,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5937500000000032,discharge,8183.458202083332,10253.244560380357,424.3570523944373,535143.7890291807,3.4113034039569334e-06,[],0.0,1964.0299685,848.251,40.2855,895.029,0
2992,5529026453.887455,801708835.8136809,1115229110.99457,161708221.09421265,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5520833333333366,discharge,7983.6666541666655,9944.914246298416,424.36403600857454,758539.0866705023,3.3193919418609156e-06,[],0.0,1916.079997,843.332,33.4955,978.232,0
2993,5529044301.632066,801711423.7366495,1115246958.7391803,161710809.01718113,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.51041666666667,discharge,7783.87510625,9639.498676594201,424.370827385218,-375737.9579247293,3.2280085399551127e-06,[],0.0,1868.1300255,838.414,33.8107,887.677,0
2994,5529061647.067613,801713938.8248038,1115264304.1747277,161713324.1053355,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.46875000000000333,discharge,7584.083558333332,9336.974561558969,424.37742762454343,-845105.7574800617,3.1371489538897285e-06,[],0.0,1820.180054,833.495,26.4101,905.311,0
2995,5529078632.703233,801716401.7419688,1115281289.8103473,161715787.02250034,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,discharge,7356.007131944443,9205.24459681347,424.38389095375055,-155545.1567019389,3.07206479224656e-06,[],0.0,1765.4417116666666,847.214,23.2565,832.271,0
2996,5529088121.351413,801717777.5959548,1115290778.4585276,161717162.87648648,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,9064.260678702463,424.38750154909667,1312700.9833370496,1.7161355101525877e-06,[],0.0,1710.7033693333333,860.932,20.237,867.863,0
2997,5529097459.776477,801719131.6675891,1115300116.883592,161718516.9481208,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,8914.03400942219,424.3910549819395,-579725.0606018252,1.688962964439863e-06,[],0.0,1655.965027,874.65,21.3562,872.138,0
2998,5529106638.735614,801720462.6166639,1115309295.8427286,161719847.89719564,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,8754.56458897266,424.3945477352286,-332736.33939717716,1.660118889880079e-06,[],0.0,1601.2266846666666,888.368,17.6253,907.184,0
2999,5529115648.995525,801721769.1043512,1115318306.1026402,161721154.3848828,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,8585.861935129797,424.39797629553414,-284810.67435317877,1.6296050158290347e-06,[],0.0,1546.488342333333,902.087,14.6925,873.663,0
3000,5529124481.303537,801723049.7890129,1115327138.4106526,161722435.0695446,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,8407.906675457678,424.4013371420531,-179902.5946553671,1.5974178463084296e-06,[],0.0,1491.75,915.805,13.9667,893.661,0
3001,5529133132.286165,801724304.1814939,1115335789.3932805,161723689.46202567,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,8226.577998857332,424.4046289911155,-227082.6486249678,1.564620702087921e-06,[],0.0,1460.53833,915.203,0.0,891.829,0
3002,5529141602.174617,801725532.3153194,1115344259.2817316,161724917.59585106,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,8045.480599189812,424.4078519307,-53602.19006159656,1.5318655291763856e-06,[],0.0,1429.32666,914.601,0.0,860.867,0
3003,5529149891.200099,801726734.2240143,1115352548.307214,161726119.50454602,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,7864.614476455123,424.4110060487854,-43858.46564627486,1.4991523239190785e-06,[],0.0,1398.11499,913.999,0.0,855.682,0
3004,5529157999.593822,801727909.941104,1115360656.700936,161727295.22163573,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,7683.979630653259,424.41409143335034,-331241.8232651315,1.4664810833649252e-06,[],0.0,1366.90332,913.397,0.0,842.474,0
3005,5529165927.586991,801729059.5001137,1115368584.6941059,161728444.78064534,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,7503.576061784224,424.41710817237356,-618085.163182139,1.4338518035416868e-06,[],0.0,1335.69165,912.795,0.0,929.996,0
3006,5529173675.410817,801730182.9345684,1115376332.517932,161729568.2151001,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,7323.40376984802,424.42005635383396,-189975.78556183126,1.4012644813532382e-06,[],0.0,1304.47998,912.193,0.0,860.716,0
3007,5529181015.087873,801731247.1877416,1115383672.1949885,161730632.4682733,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,6915.254207489954,424.42284922836353,-116135.68800084357,1.3274455618844752e-06,[],0.0,1280.0449825,877.797,0.0,892.24,0
3008,5529187956.955486,801732253.7585454,1115390614.0626006,161731639.03907707,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,6517.442121587023,424.4254907294939,701095.6433135291,1.255496536267482e-06,[],0.0,1255.609985,843.4,0.0,867.924,0
3009,5529194511.366589,801733204.1481553,1115397168.473703,161732589.42868692,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,6129.983117685776,424.4279847966964,-79658.1697674446,1.1854202015414845e-06,[],0.0,1231.1749875,809.004,0.0,928.839,0
3010,5529200688.666241,801734099.8566048,1115403345.773356,161733485.1371366,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,5752.869317821028,424.43033536644623,823729.3151026269,1.1172151096150958e-06,[],0.0,1206.73999,774.608,0.0,776.26,0
3011,5529206499.19951,801734942.3839289,1115409156.3066244,161734327.66446054,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,5386.100721992778,424.43254637521994,-301447.69904904545,1.0508812387365433e-06,[],0.0,1182.3049925,740.212,0.0,890.769,0
3012,5529211953.304336,801735733.2291286,1115414610.4114504,161735118.5096603,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,5029.67020415496,424.43462175678405,-338012.188633232,9.86417278277295e-07,[],0.0,1157.869995,705.815,0.0,812.832,0
3013,5529217433.162424,801736527.8085514,1115420090.2695394,161735913.0890832,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,5055.421382006574,424.4367069379118,-476401.3970391039,9.91073978493175e-07,[],0.0,1137.2399901666668,722.298,0.0,895.068,0
3014,5529222934.595089,801737325.5162878,1115425591.7022035,161736710.7968195,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,5076.993863897284,424.43880032854,227422.53292134096,9.949749184894477e-07,[],0.0,1116.6099853333333,738.782,0.0,868.162,0
3015,5529228453.409767,801738125.7444162,1115431110.5168824,161737511.02494794,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,5094.373778633589,424.4409003333265,171399.73469986726,9.981175914724241e-07,[],0.0,1095.9799805,755.265,0.0,801.527,0
3016,5529233985.420898,801738927.8860302,1115436642.528013,161738313.16656187,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,5107.568125295341,424.44300535959195,-209780.6116160145,1.0005032669386518e-06,[],0.0,1075.3499756666668,771.748,0.0,892.283,0
3017,5529239526.442916,801739731.3342228,1115442183.5500307,161739116.61475444,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,5116.576903882542,424.44511381465634,302901.0013846093,1.002131946683596e-06,[],0.0,1054.7199708333333,788.231,0.0,886.566,0
3018,5529245072.296618,801740535.4830096,1115447729.4037335,161739920.76354134,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,5121.406478644002,424.4472241082608,-843679.4599941738,1.0030047850202175e-06,[],0.0,1034.089966,804.715,0.0,863.752,0
3019,5529250547.407009,801741329.3740163,1115453204.5141237,161740714.65454793,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.4270833333333367,idle,0.0,5050.661082859032,424.4493074828068,-669946.3417496338,9.902093900838823e-07,[],0.0,998.1533001666668,822.171,0.0,870.04,0
3020,5529251934.815061,801741530.5481837,1115454591.9221756,161740915.82871544,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.46250000000000335,charge,-4009.235976388888,4972.194193117305,424.4498354156546,1361048.3886011413,2.509215380267803e-07,[],0.0,962.2166343333332,839.627,0.0,883.299,0
3021,5529253385.771389,801741740.9368514,1115456042.8785038,161741126.21738303,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.49791666666667,charge,-3859.499868749999,4886.00580941883,424.4503875297246,878876.4641395886,2.624145807602018e-07,[],0.0,926.2799685,857.083,0.0,934.09,0
3022,5529254892.554521,801741959.4204054,1115457549.6616354,161741344.70093712,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5333333333333367,charge,-3709.7637611111104,4792.095931763602,424.45096088686245,1009900.9928452391,2.725111378467265e-07,[],0.0,890.3433026666667,874.539,0.0,859.418,0
3023,5529256447.44298,801742184.879232,1115459104.5500948,161741570.15976375,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.5687500000000033,charge,-3560.0276534722216,4690.46456015162,424.45155254891256,687640.2609516358,2.812112100853552e-07,[],0.0,854.4066368333333,891.995,0.0,925.741,0
3024,5529258042.720325,801742416.1944472,1115460699.8274405,161741801.47497886,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.60416666666667,charge,-3410.2915458333327,4581.116731810506,424.452159579635,173199.7548529952,2.8851570926776045e-07,[],0.0,818.469971,909.452,0.0,873.172,0
3025,5529259605.10248,801742642.7398596,1115462262.2095947,161742028.02039123,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.6395833333333366,charge,-3395.777681944444,4533.70708206338,424.45275409316616,1161979.704756277,2.825663303093102e-07,[],0.0,814.9866436666666,903.887,0.0,939.786,0
3026,5529261134.833029,801742864.5507891,1115463791.9401438,161742249.83132085,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.6750000000000033,charge,-3381.263818055555,4486.54103097441,424.4533361821947,185431.9287033118,2.766610103542589e-07,[],0.0,811.5033163333334,898.323,0.0,863.197,0
3027,5529262632.150522,801743081.6618257,1115465289.2576368,161742466.94235733,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7104166666666699,charge,-3366.749954166666,4439.613541315974,424.4539059374927,348833.36729128606,2.7079883856560454e-07,[],0.0,808.019989,892.759,0.0,841.593,0
3028,5529264097.293509,801743294.1075587,1115466754.400623,161742679.38809034,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7458333333333366,charge,-3352.2360902777773,4392.924613088073,424.4544634498324,546174.8454305577,2.64979814447295e-07,[],0.0,804.5366616666666,887.195,0.0,819.98,0
3029,5529265530.495607,801743501.921863,1115468187.6027217,161742887.20239463,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.7812500000000032,charge,-3337.722226388889,4346.469316252804,424.45500880810994,-35350.30203074493,2.5920304648641516e-07,[],0.0,801.0533343333334,881.63,0.0,873.127,0
3030,5529266932.000319,801743705.1400461,1115469589.1074336,161743090.42057785,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8166666666666699,charge,-3323.2083624999996,4300.257532323914,424.45554210498153,-514802.2164415066,2.534703214055089e-07,[],0.0,797.570007,876.066,0.0,835.114,0
3031,5529268331.074734,801743908.0058364,1115470988.1818485,161743293.286368,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8520833333333365,charge,-3295.437536111111,4270.055876393452,424.45607447708295,46408.961061186696,2.5303072403863255e-07,[],0.0,790.9050086666667,877.244,0.0,944.951,0
3032,5529269727.617382,801744110.5045203,1115472384.724497,161743495.78505206,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.8875000000000032,charge,-3267.6667097222216,4239.752752291632,424.45660588580336,1049850.388862692,2.5257277540082435e-07,[],0.0,784.2400103333333,878.421,0.0,831.12,0
3033,5529271121.5364895,801744312.6227909,1115473778.6436043,161743697.9033226,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9229166666666698,charge,-3239.895883333333,4209.357854160294,424.45713629622065,54198.30373182357,2.5209822926069977e-07,[],0.0,777.575012,879.599,0.0,840.134,0
3034,5529272512.735413,801744514.3466347,1115475169.8425274,161743899.62716645,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9583333333333365,charge,-3212.125056944444,4178.8663144188395,424.4576656715608,63227.13539845449,2.516062049647462e-07,[],0.0,770.9100136666667,880.777,0.0,903.643,0
3035,5529277085.468248,801745177.3928959,1115479742.5753627,161744562.67342758,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9583333333333365,idle,0.0,4148.273429564103,424.4594056757827,756877.8765491369,8.270044251277922e-07,[],0.0,764.2450153333333,881.954,0.0,933.832,0
3036,5529281627.518029,801745835.9901142,1115484284.6251442,161745221.27064592,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9583333333333365,idle,0.0,4117.588647621776,424.4611340045701,204277.7056833712,8.214545429063078e-07,[],0.0,757.580017,883.132,0.0,911.049,0
3037,5529286257.4142885,801746507.3250718,1115488914.5214033,161745892.60560346,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9583333333333365,idle,0.0,4205.433363244354,424.46289576046706,-109910.69664842894,8.373413711224035e-07,[],0.0,761.9200133333334,896.835,0.0,927.384,0
3038,5529290975.893796,801747191.5046004,1115493633.0009108,161746576.78513205,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9583333333333365,idle,0.0,4294.014816279562,424.46469122382786,-1015558.89467705,8.533614082865073e-07,[],0.0,766.2600096666666,910.539,0.0,870.393,0
3039,5529295783.683918,801747888.634168,1115498440.7910333,161747273.91469982,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9583333333333365,idle,0.0,4383.3236016289975,424.4665206714279,-43647.81445582805,8.695129525635063e-07,[],0.0,770.600006,924.242,0.0,871.051,0
3040,5529300681.521481,801748598.8206146,1115503338.6285954,161747984.1011463,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9583333333333365,idle,0.0,4473.369177811592,424.46838438364193,289510.36208491755,8.857977135196463e-07,[],0.0,774.9400023333334,937.946,0.0,974.898,0
3041,5529305670.138592,801749322.1700958,1115508327.2457068,161748707.45062748,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9583333333333365,idle,0.0,4564.1468289230115,424.4702826390503,-227667.54201592636,9.022148366569481e-07,[],0.0,779.2799986666666,951.65,0.0,958.777,0
3042,5529310750.26254,801750058.7880682,1115513407.3696547,161749444.0685999,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9583333333333365,idle,0.0,4655.651732217864,424.4722157143984,-565248.9625805186,9.187634490046009e-07,[],0.0,783.619995,965.353,0.0,909.927,0
3043,5529315869.03763,801750801.0104563,1115518526.1447444,161750186.29098794,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9583333333333365,idle,0.0,4694.300926141732,424.4741634971769,8774.465539766483,9.257528327512689e-07,[],0.0,782.1783243333333,975.161,0.0,929.5,0
3044,5529321026.289829,801751548.8120252,1115523683.3969438,161750934.09255683,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9583333333333365,idle,0.0,4732.776073547011,424.47612592116354,761497.6857194906,9.327107225058181e-07,[],0.0,780.7366536666667,984.969,0.0,917.049,0
3045,5529326221.84031,801752302.166845,1115528878.9474251,161751687.44737664,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9583333333333365,idle,0.0,4771.072378306351,424.4781029183113,308351.728959138,9.396362512033058e-07,[],0.0,779.294983,994.776,0.0,813.777,0
3046,5529331455.500697,801753061.047601,1115534112.6078122,161752446.32813275,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9583333333333365,idle,0.0,4809.180292528468,424.4800944169398,-27445.94270851091,9.465276919937778e-07,[],0.0,777.8533123333333,1004.58,0.0,872.045,0
3047,5529336727.125699,801753825.4332263,1115539384.2328138,161753210.713758,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9583333333333365,idle,0.0,4847.142901505354,424.4821003617632,696593.5946761365,9.533928367891607e-07,[],0.0,776.4116416666667,1014.39,0.0,948.819,0
3048,5529342036.541248,801754595.298481,1115544693.6483629,161753980.5790126,4413797342.892885,640000614.7194684,320.00030735973417,0.0,0.0,0.9583333333333365,idle,0.0,4884.931428472926,424.48412068654574,-21193.481198177436,9.602264812760353e-07,[],0.0,774.969971,1024.2,0.0,909.95,0
